post_id,time_of_day,day_of_week,full_datelikes_count
177645,day,tuesday,2017-08-22 16:32:14,322
177562,day,tuesday,2017-08-22 15:03:23,264
177524,day,tuesday,2017-08-22 14:33:35,500
177494,day,tuesday,2017-08-22 13:41:27,638
177131,day,monday,2017-08-21 17:37:26,655
177102,day,monday,2017-08-21 16:56:07,660
176596,evening,sunday,2017-08-20 20:59:08,447
176430,day,sunday,2017-08-20 17:49:21,390
176312,day,sunday,2017-08-20 15:59:06,376
176211,day,sunday,2017-08-20 14:34:33,452
176140,day,sunday,2017-08-20 13:16:02,330
175345,evening,saturday,2017-08-19 18:14:16,609
175324,day,saturday,2017-08-19 17:33:32,374
175291,day,saturday,2017-08-19 16:07:06,335
175239,day,saturday,2017-08-19 14:46:28,379
175202,day,saturday,2017-08-19 13:58:25,764
175011,evening,friday,2017-08-18 19:08:25,375
174971,evening,friday,2017-08-18 18:31:26,249
174908,day,friday,2017-08-18 17:37:43,258
174860,day,friday,2017-08-18 16:22:11,349
174837,day,friday,2017-08-18 15:31:57,417
174635,day,thursday,2017-08-17 17:25:12,739
174615,day,thursday,2017-08-17 16:45:22,238
174562,day,thursday,2017-08-17 15:36:46,672
174502,morning,thursday,2017-08-17 11:51:44,702
174304,evening,wednesday,2017-08-16 20:34:01,521
174249,day,wednesday,2017-08-16 15:06:27,394
174224,day,wednesday,2017-08-16 12:48:18,226
174073,evening,tuesday,2017-08-15 18:18:01,413
174056,day,tuesday,2017-08-15 17:26:15,386
174001,day,tuesday,2017-08-15 15:12:24,466
173680,day,sunday,2017-08-13 15:21:07,408
173471,day,saturday,2017-08-12 15:13:41,495
173449,day,saturday,2017-08-12 14:18:28,429
173433,day,saturday,2017-08-12 12:33:35,472
173313,evening,friday,2017-08-11 22:47:02,557
173296,evening,friday,2017-08-11 22:07:14,485
172943,morning,thursday,2017-08-10 09:44:34,358
172795,day,wednesday,2017-08-09 16:18:07,558
172225,day,tuesday,2017-08-08 13:38:40,383
172172,day,tuesday,2017-08-08 13:11:33,285
172107,day,tuesday,2017-08-08 12:41:45,391
171983,morning,tuesday,2017-08-08 10:19:58,462
171887,day,monday,2017-08-07 14:24:47,459
171777,day,sunday,2017-08-06 16:03:07,519
171671,day,saturday,2017-08-05 17:18:56,286
171632,morning,saturday,2017-08-05 11:56:04,331
171558,evening,friday,2017-08-04 20:36:28,530
171524,evening,friday,2017-08-04 18:32:21,565
171370,day,thursday,2017-08-03 15:35:24,887
171315,day,thursday,2017-08-03 12:00:54,289
171184,day,wednesday,2017-08-02 17:59:45,433
171153,day,wednesday,2017-08-02 16:52:07,312
170836,evening,tuesday,2017-08-01 19:59:48,594
170616,day,tuesday,2017-08-01 12:58:14,437
170486,evening,monday,2017-07-31 20:31:34,563
170461,evening,monday,2017-07-31 18:22:12,573
170200,day,sunday,2017-07-30 15:55:39,357
170145,day,sunday,2017-07-30 13:13:45,494
169979,day,saturday,2017-07-29 17:53:17,457
169902,day,saturday,2017-07-29 15:21:59,352
169857,day,saturday,2017-07-29 13:49:14,363
169843,day,saturday,2017-07-29 13:05:08,355
169683,evening,friday,2017-07-28 19:27:22,651
169654,evening,friday,2017-07-28 18:23:29,385
169632,day,friday,2017-07-28 17:43:35,471
169409,day,thursday,2017-07-27 14:23:16,489
169243,evening,wednesday,2017-07-26 22:07:10,648
169171,day,wednesday,2017-07-26 17:17:20,639
168937,evening,tuesday,2017-07-25 20:20:27,1216
168768,day,tuesday,2017-07-25 13:45:26,265
168746,day,tuesday,2017-07-25 13:09:12,401
168517,day,monday,2017-07-24 14:42:31,640
168250,day,saturday,2017-07-22 17:16:11,450
167886,day,friday,2017-07-21 16:50:52,670
167860,day,friday,2017-07-21 15:35:02,263
167615,evening,thursday,2017-07-20 18:47:52,633
167499,day,thursday,2017-07-20 14:53:47,569
167320,evening,wednesday,2017-07-19 20:04:00,342
167294,evening,wednesday,2017-07-19 18:57:41,289
167253,day,wednesday,2017-07-19 17:01:31,691
166980,day,monday,2017-07-17 15:49:28,529
166939,day,monday,2017-07-17 15:03:42,549
166498,day,friday,2017-07-14 16:35:54,350
166389,day,friday,2017-07-14 13:17:49,446
166272,evening,thursday,2017-07-13 19:42:48,337
166205,evening,thursday,2017-07-13 18:31:44,449
166091,morning,thursday,2017-07-13 10:10:02,403
165690,day,wednesday,2017-07-12 12:39:50,998
165440,evening,tuesday,2017-07-11 22:07:22,851
165273,day,tuesday,2017-07-11 13:39:06,257
165252,day,tuesday,2017-07-11 13:06:08,356
165001,evening,monday,2017-07-10 21:53:34,685
164908,day,monday,2017-07-10 12:39:37,650
164231,evening,thursday,2017-07-06 22:23:48,377
164182,evening,thursday,2017-07-06 21:37:43,267
164166,evening,thursday,2017-07-06 21:24:02,236
164153,evening,thursday,2017-07-06 21:12:56,397
164147,evening,thursday,2017-07-06 20:52:04,345
163841,evening,wednesday,2017-07-05 21:49:35,355
163782,evening,wednesday,2017-07-05 21:01:57,1153
163756,evening,wednesday,2017-07-05 20:30:16,449
163307,day,tuesday,2017-07-04 13:52:24,394
163264,day,tuesday,2017-07-04 13:10:58,544
162923,day,monday,2017-07-03 12:55:06,519
162858,morning,monday,2017-07-03 11:58:19,453
162594,day,sunday,2017-07-02 16:23:00,613
162502,day,sunday,2017-07-02 12:19:54,627
162256,evening,saturday,2017-07-01 21:57:38,687
162183,evening,saturday,2017-07-01 19:03:20,678
162014,morning,saturday,2017-07-01 10:46:14,394
161733,day,friday,2017-06-30 16:48:52,510
161476,day,thursday,2017-06-29 17:06:27,701
161353,day,thursday,2017-06-29 13:47:20,665
161164,evening,wednesday,2017-06-28 18:59:05,547
161129,day,wednesday,2017-06-28 17:24:06,202
161091,day,wednesday,2017-06-28 15:41:07,357
160979,morning,wednesday,2017-06-28 11:22:28,267
160655,day,tuesday,2017-06-27 17:19:29,814
160587,day,tuesday,2017-06-27 15:51:02,335
160532,day,tuesday,2017-06-27 14:10:11,725
160499,morning,tuesday,2017-06-27 11:39:26,460
160414,day,monday,2017-06-26 13:58:42,230
160270,evening,sunday,2017-06-25 18:02:24,601
160255,day,sunday,2017-06-25 17:36:03,394
160182,day,saturday,2017-06-24 17:10:00,450
160018,day,friday,2017-06-23 15:34:32,574
159993,day,friday,2017-06-23 14:29:06,410
159790,evening,thursday,2017-06-22 20:35:01,1168
159631,day,thursday,2017-06-22 12:58:19,367
159567,morning,thursday,2017-06-22 11:09:09,844
159365,day,wednesday,2017-06-21 16:48:44,551
159305,day,wednesday,2017-06-21 15:12:16,255
159286,day,wednesday,2017-06-21 14:48:39,293
159258,day,wednesday,2017-06-21 14:16:44,306
159201,day,wednesday,2017-06-21 12:51:34,241
158832,day,tuesday,2017-06-20 15:46:52,377
158761,day,tuesday,2017-06-20 13:21:10,281
158725,day,tuesday,2017-06-20 12:17:43,364
158699,morning,tuesday,2017-06-20 10:42:52,332
158508,evening,monday,2017-06-19 19:31:12,591
158376,day,monday,2017-06-19 13:06:55,564
158013,day,sunday,2017-06-18 13:41:09,316
157551,day,saturday,2017-06-17 17:51:21,448
157501,day,saturday,2017-06-17 16:28:33,321
157474,day,saturday,2017-06-17 15:41:05,354
157397,morning,saturday,2017-06-17 11:07:34,376
156981,evening,thursday,2017-06-15 20:56:35,676
156689,day,thursday,2017-06-15 16:38:31,607
156618,day,thursday,2017-06-15 13:38:17,532
155919,day,wednesday,2017-06-14 17:02:16,246
155451,day,wednesday,2017-06-14 12:47:12,412
154896,day,tuesday,2017-06-13 16:47:41,665
154893,day,tuesday,2017-06-13 16:31:05,346
154529,morning,monday,2017-06-12 10:28:00,1430
154236,day,sunday,2017-06-11 12:36:42,532
154075,day,saturday,2017-06-10 17:57:35,582
153774,day,saturday,2017-06-10 13:15:52,680
153410,evening,friday,2017-06-09 19:17:50,445
153351,evening,friday,2017-06-09 18:11:29,670
153330,day,friday,2017-06-09 17:49:28,817
153134,day,friday,2017-06-09 15:46:35,346
153031,day,friday,2017-06-09 15:14:17,395
152543,morning,friday,2017-06-09 10:49:08,285
151242,day,thursday,2017-06-08 16:55:03,315
151064,day,thursday,2017-06-08 15:51:10,747
151009,day,thursday,2017-06-08 15:13:13,396
149690,day,wednesday,2017-06-07 16:11:33,462
149474,day,wednesday,2017-06-07 13:49:17,529
149419,day,wednesday,2017-06-07 12:48:08,876
149057,evening,monday,2017-06-05 22:40:05,586
149014,evening,monday,2017-06-05 22:17:41,714
148988,evening,monday,2017-06-05 21:48:09,627
148574,day,sunday,2017-06-04 16:24:45,705
148185,morning,saturday,2017-06-03 10:17:58,397
147741,day,friday,2017-06-02 12:56:05,433
147549,day,thursday,2017-06-01 15:59:09,406
147486,day,thursday,2017-06-01 14:44:09,842
147146,day,wednesday,2017-05-31 15:09:00,722
146586,morning,tuesday,2017-05-30 11:51:08,548
145981,day,monday,2017-05-29 17:11:12,684
145126,day,friday,2017-05-26 16:39:07,389
144999,day,friday,2017-05-26 14:43:22,2300
144919,day,friday,2017-05-26 13:25:07,404
144429,day,thursday,2017-05-25 17:29:38,635
144362,day,thursday,2017-05-25 15:42:34,1163
144174,morning,thursday,2017-05-25 10:18:07,482
142952,evening,monday,2017-05-22 20:49:30,330
142420,evening,sunday,2017-05-21 18:34:43,344
142152,day,sunday,2017-05-21 12:25:05,455
141877,evening,saturday,2017-05-20 18:42:58,320
141856,day,saturday,2017-05-20 17:31:45,402
141070,evening,friday,2017-05-19 20:07:55,368
141027,evening,friday,2017-05-19 18:33:30,319
140960,day,friday,2017-05-19 16:42:36,442
140529,day,friday,2017-05-19 12:09:03,322
139843,day,thursday,2017-05-18 17:37:08,394
139799,day,thursday,2017-05-18 16:55:32,421
139660,day,thursday,2017-05-18 14:04:06,634
138892,day,wednesday,2017-05-17 16:26:22,328
138804,day,wednesday,2017-05-17 15:04:04,751
138687,day,wednesday,2017-05-17 13:47:53,753
137364,day,tuesday,2017-05-16 14:41:57,1094
136017,day,monday,2017-05-15 16:22:00,335
135724,day,monday,2017-05-15 14:26:34,809
135255,morning,monday,2017-05-15 10:20:13,502
133507,day,sunday,2017-05-14 16:46:33,434
131771,day,friday,2017-05-12 14:51:58,512
131222,day,thursday,2017-05-11 17:21:20,451
131199,day,thursday,2017-05-11 16:45:36,563
130571,day,wednesday,2017-05-10 14:07:20,693
130234,evening,tuesday,2017-05-09 19:12:36,1893
130047,morning,tuesday,2017-05-09 11:53:38,1730
129895,evening,monday,2017-05-08 18:14:14,715
129869,day,monday,2017-05-08 17:39:00,461
129733,day,monday,2017-05-08 12:30:59,572
129676,morning,monday,2017-05-08 11:44:11,1466
129460,day,sunday,2017-05-07 16:28:14,692
129411,day,sunday,2017-05-07 14:51:46,560
128530,day,friday,2017-05-05 16:55:22,472
128433,day,friday,2017-05-05 15:13:50,435
128286,day,friday,2017-05-05 12:39:10,224
126201,day,wednesday,2017-05-03 16:34:09,716
123464,evening,tuesday,2017-05-02 18:24:41,933
123124,day,tuesday,2017-05-02 13:45:35,645
122399,evening,monday,2017-05-01 18:35:22,483
122387,evening,monday,2017-05-01 18:27:21,379
122304,day,monday,2017-05-01 16:57:04,942
122057,morning,monday,2017-05-01 10:57:54,365
121417,day,sunday,2017-04-30 16:41:02,578
121290,day,sunday,2017-04-30 14:35:36,413
121194,day,sunday,2017-04-30 12:50:11,350
120834,day,saturday,2017-04-29 17:11:50,1175
120703,day,saturday,2017-04-29 15:04:26,784
118488,morning,friday,2017-04-28 09:03:25,1108
117304,day,wednesday,2017-04-26 16:14:07,521
116575,day,tuesday,2017-04-25 17:46:43,529
116482,day,tuesday,2017-04-25 16:16:36,396
116349,day,tuesday,2017-04-25 13:51:11,502
116332,day,tuesday,2017-04-25 13:42:14,382
116283,day,tuesday,2017-04-25 13:08:13,472
116274,day,tuesday,2017-04-25 12:56:28,395
115898,day,sunday,2017-04-23 15:52:16,1134
115809,morning,sunday,2017-04-23 11:05:07,346
115705,day,saturday,2017-04-22 15:32:28,337
115682,day,saturday,2017-04-22 13:47:46,316
115664,day,saturday,2017-04-22 12:21:49,402
115474,evening,friday,2017-04-21 19:17:38,303
115196,evening,thursday,2017-04-20 21:15:13,595
114404,day,wednesday,2017-04-19 15:40:08,489
114388,day,wednesday,2017-04-19 15:27:39,643
114341,day,wednesday,2017-04-19 14:48:33,419
113785,day,tuesday,2017-04-18 15:54:49,436
113694,day,tuesday,2017-04-18 14:31:29,414
113575,morning,tuesday,2017-04-18 10:31:00,497
113431,evening,monday,2017-04-17 19:41:54,781
112669,morning,sunday,2017-04-16 09:42:37,2799
112475,day,saturday,2017-04-15 12:40:00,563
111824,day,friday,2017-04-14 15:03:55,1208
111318,evening,thursday,2017-04-13 18:46:36,512
109770,day,wednesday,2017-04-12 14:09:00,764
109066,morning,wednesday,2017-04-12 10:32:14,674
109049,morning,wednesday,2017-04-12 10:09:16,566
108849,evening,tuesday,2017-04-11 18:07:20,280
108800,day,tuesday,2017-04-11 16:59:10,740
108627,day,tuesday,2017-04-11 13:42:33,388
108618,day,tuesday,2017-04-11 13:31:53,383
108173,night,sunday,2017-04-09 04:09:21,395
108034,day,saturday,2017-04-08 15:36:41,358
107789,evening,friday,2017-04-07 22:03:40,630
107698,day,friday,2017-04-07 15:22:20,1298
107479,day,thursday,2017-04-06 14:36:53,474
107325,day,wednesday,2017-04-05 14:53:43,325
107125,day,tuesday,2017-04-04 13:41:17,383
107122,day,tuesday,2017-04-04 13:35:37,338
106783,day,saturday,2017-04-01 17:33:13,288
106732,day,saturday,2017-04-01 13:50:57,317
106583,evening,friday,2017-03-31 20:13:38,421
106552,evening,friday,2017-03-31 18:44:49,534
106359,day,thursday,2017-03-30 17:33:40,309
106292,day,thursday,2017-03-30 13:10:34,392
105951,day,wednesday,2017-03-29 16:11:35,405
105922,day,wednesday,2017-03-29 14:42:53,864
105251,evening,saturday,2017-03-25 18:56:32,511
105183,day,saturday,2017-03-25 17:18:41,534
105164,day,saturday,2017-03-25 16:19:12,444
104927,evening,friday,2017-03-24 18:54:04,438
104904,evening,friday,2017-03-24 18:08:55,399
104886,day,friday,2017-03-24 17:25:03,508
104822,day,friday,2017-03-24 15:11:20,435
104739,morning,friday,2017-03-24 10:58:55,261
104544,day,thursday,2017-03-23 16:26:11,485
104509,day,thursday,2017-03-23 14:46:32,1000
104506,day,thursday,2017-03-23 14:39:20,529
104255,evening,wednesday,2017-03-22 21:24:24,655
104227,evening,wednesday,2017-03-22 20:58:15,409
103850,day,tuesday,2017-03-21 16:36:24,476
103783,day,tuesday,2017-03-21 15:29:35,423
103770,day,tuesday,2017-03-21 15:15:50,381
103767,day,tuesday,2017-03-21 15:08:06,322
103347,day,monday,2017-03-20 14:09:11,410
103153,day,sunday,2017-03-19 16:28:10,419
103029,day,sunday,2017-03-19 13:36:50,455
102889,day,saturday,2017-03-18 16:51:07,236
102839,day,saturday,2017-03-18 14:32:04,379
102656,day,friday,2017-03-17 17:36:14,531
102567,day,friday,2017-03-17 15:31:23,434
102523,day,friday,2017-03-17 14:42:53,770
102514,day,friday,2017-03-17 14:32:39,729
102456,day,friday,2017-03-17 12:06:07,456
102401,morning,friday,2017-03-17 10:19:11,261
102161,evening,thursday,2017-03-16 18:35:50,711
102151,evening,thursday,2017-03-16 18:21:15,703
101887,day,wednesday,2017-03-15 15:58:03,291
101800,day,wednesday,2017-03-15 13:25:47,304
101710,morning,wednesday,2017-03-15 10:34:24,196
101448,evening,tuesday,2017-03-14 18:29:15,367
101400,day,tuesday,2017-03-14 17:25:47,261
101359,day,tuesday,2017-03-14 16:12:14,668
101336,day,tuesday,2017-03-14 14:42:22,518
101040,evening,monday,2017-03-13 20:33:31,551
100681,evening,sunday,2017-03-12 18:07:31,393
100623,day,sunday,2017-03-12 16:44:11,274
100549,day,sunday,2017-03-12 14:57:48,1163
100436,morning,sunday,2017-03-12 10:26:12,464
99796,evening,friday,2017-03-10 21:52:30,596
99548,day,friday,2017-03-10 16:19:39,441
99469,day,friday,2017-03-10 15:05:09,483
98566,day,thursday,2017-03-09 17:32:14,535
98340,day,thursday,2017-03-09 14:42:27,387
98313,day,thursday,2017-03-09 13:59:06,1012
98163,day,wednesday,2017-03-08 15:33:45,346
98088,day,wednesday,2017-03-08 13:16:16,393
98012,morning,wednesday,2017-03-08 11:47:14,1924
97907,evening,tuesday,2017-03-07 20:46:00,504
97875,evening,tuesday,2017-03-07 20:06:36,817
97733,day,tuesday,2017-03-07 14:20:10,413
97599,day,monday,2017-03-06 16:01:09,502
97464,day,sunday,2017-03-05 16:32:10,601
97342,evening,saturday,2017-03-04 19:16:30,797
97276,day,saturday,2017-03-04 15:16:12,766
97003,evening,friday,2017-03-03 18:09:10,365
96978,day,friday,2017-03-03 17:41:14,292
96944,day,friday,2017-03-03 16:04:02,286
96873,day,friday,2017-03-03 13:16:49,425
96667,day,thursday,2017-03-02 13:42:37,376
96487,evening,wednesday,2017-03-01 19:03:12,587
96357,day,wednesday,2017-03-01 14:18:28,413
96085,evening,tuesday,2017-02-28 18:44:01,795
96013,day,tuesday,2017-02-28 15:17:02,306
95982,day,tuesday,2017-02-28 13:07:57,433
95558,day,sunday,2017-02-26 14:42:08,359
95500,day,sunday,2017-02-26 12:27:24,448
95031,day,saturday,2017-02-25 15:44:12,416
94990,day,saturday,2017-02-25 14:04:28,318
94826,day,friday,2017-02-24 17:33:13,482
94743,day,friday,2017-02-24 14:42:10,837
94685,day,friday,2017-02-24 12:57:07,594
94411,day,thursday,2017-02-23 13:25:29,505
94375,morning,thursday,2017-02-23 11:37:24,383
94350,morning,thursday,2017-02-23 11:20:13,1080
94195,day,wednesday,2017-02-22 17:47:40,343
94089,day,wednesday,2017-02-22 14:59:18,425
94071,day,wednesday,2017-02-22 14:44:31,457
94053,day,wednesday,2017-02-22 14:20:10,266
93925,morning,wednesday,2017-02-22 11:57:21,319
93865,morning,wednesday,2017-02-22 11:09:14,482
93597,evening,tuesday,2017-02-21 20:28:18,316
93501,evening,tuesday,2017-02-21 19:38:03,422
93322,day,tuesday,2017-02-21 17:29:12,709
93157,day,monday,2017-02-20 13:04:07,482
92938,day,sunday,2017-02-19 16:54:14,406
92897,day,sunday,2017-02-19 14:23:10,352
92861,morning,sunday,2017-02-19 11:15:18,759
92671,day,saturday,2017-02-18 17:16:40,904
92627,day,saturday,2017-02-18 14:35:39,297
92589,day,saturday,2017-02-18 12:48:11,501
92431,evening,friday,2017-02-17 21:25:19,461
92381,evening,friday,2017-02-17 20:16:30,708
92271,day,friday,2017-02-17 16:13:10,275
92129,day,thursday,2017-02-16 16:57:39,293
92062,day,thursday,2017-02-16 13:02:18,390
91910,evening,wednesday,2017-02-15 21:27:45,388
91845,day,wednesday,2017-02-15 17:39:10,364
91824,day,wednesday,2017-02-15 16:34:41,447
91762,day,wednesday,2017-02-15 14:05:05,386
91701,day,wednesday,2017-02-15 12:25:56,785
91391,day,sunday,2017-02-12 15:34:51,323
91279,evening,saturday,2017-02-11 18:09:11,534
91255,day,saturday,2017-02-11 16:51:10,324
91027,day,friday,2017-02-10 16:52:05,242
90969,day,friday,2017-02-10 16:10:26,513
90853,day,friday,2017-02-10 14:18:30,657
90819,day,friday,2017-02-10 12:33:21,311
90808,morning,friday,2017-02-10 10:55:51,409
90735,evening,thursday,2017-02-09 18:34:09,370
90692,day,thursday,2017-02-09 16:20:12,429
90655,day,thursday,2017-02-09 14:03:00,461
90527,evening,wednesday,2017-02-08 18:27:16,263
90503,day,wednesday,2017-02-08 17:05:11,324
90469,day,wednesday,2017-02-08 15:31:39,765
90466,day,wednesday,2017-02-08 15:17:58,484
90345,day,tuesday,2017-02-07 16:33:11,362
90311,day,tuesday,2017-02-07 13:36:04,321
90284,morning,tuesday,2017-02-07 11:39:08,327
90094,day,monday,2017-02-06 15:39:48,449
90065,day,monday,2017-02-06 14:32:39,574
89956,day,sunday,2017-02-05 14:17:54,388
89836,day,saturday,2017-02-04 15:33:04,375
89655,morning,friday,2017-02-03 10:10:13,435
89583,evening,thursday,2017-02-02 18:50:41,412
89474,day,thursday,2017-02-02 15:42:01,692
89313,evening,wednesday,2017-02-01 20:04:21,267
89280,evening,wednesday,2017-02-01 19:08:26,563
89221,day,wednesday,2017-02-01 16:20:23,427
89082,evening,tuesday,2017-01-31 21:43:09,699
88955,day,tuesday,2017-01-31 13:51:16,821
88835,evening,monday,2017-01-30 21:05:05,763
88711,day,sunday,2017-01-29 14:23:06,755
88592,evening,saturday,2017-01-28 18:36:10,432
88573,day,saturday,2017-01-28 17:43:27,456
88412,evening,friday,2017-01-27 18:56:04,556
88321,day,friday,2017-01-27 14:40:05,1334
88301,day,friday,2017-01-27 13:43:08,564
88162,day,thursday,2017-01-26 16:12:11,419
87946,evening,wednesday,2017-01-25 18:58:48,1049
87889,day,wednesday,2017-01-25 17:28:15,526
87744,morning,wednesday,2017-01-25 10:36:53,416
87727,morning,wednesday,2017-01-25 10:11:02,775
87500,day,tuesday,2017-01-24 15:10:10,413
87425,day,tuesday,2017-01-24 13:27:09,386
87409,day,tuesday,2017-01-24 13:16:06,389
87269,day,monday,2017-01-23 15:01:02,697
87068,evening,sunday,2017-01-22 18:39:29,555
86992,day,sunday,2017-01-22 16:33:08,321
86979,day,sunday,2017-01-22 16:09:04,506
86921,day,sunday,2017-01-22 12:07:51,359
86748,evening,saturday,2017-01-21 19:38:30,607
86709,evening,saturday,2017-01-21 18:54:06,509
86568,evening,friday,2017-01-20 18:24:08,467
86505,day,friday,2017-01-20 15:44:31,931
86493,day,friday,2017-01-20 15:21:12,496
86139,day,thursday,2017-01-19 17:07:23,402
86094,day,thursday,2017-01-19 15:56:31,586
86029,day,thursday,2017-01-19 14:36:10,562
85969,day,thursday,2017-01-19 13:59:26,583
85900,evening,wednesday,2017-01-18 20:51:30,460
85862,evening,wednesday,2017-01-18 19:26:10,441
85790,day,wednesday,2017-01-18 12:32:24,675
85678,evening,tuesday,2017-01-17 20:07:38,475
85621,day,tuesday,2017-01-17 16:50:32,460
85585,day,tuesday,2017-01-17 15:37:12,403
85546,day,tuesday,2017-01-17 14:44:05,499
85365,day,sunday,2017-01-15 17:06:15,1309
85280,evening,saturday,2017-01-14 18:03:37,729
85250,day,saturday,2017-01-14 15:49:02,626
85112,day,friday,2017-01-13 14:58:08,599
84956,evening,thursday,2017-01-12 20:16:08,832
84927,day,thursday,2017-01-12 17:18:08,277
84908,day,thursday,2017-01-12 16:36:31,491
84856,day,thursday,2017-01-12 13:22:05,410
84675,day,wednesday,2017-01-11 14:17:23,547
84449,evening,tuesday,2017-01-10 20:06:32,1337
84371,day,tuesday,2017-01-10 16:54:11,572
84320,day,tuesday,2017-01-10 14:57:05,407
84306,day,tuesday,2017-01-10 14:22:21,451
84181,day,monday,2017-01-09 15:48:05,834
84106,day,monday,2017-01-09 13:46:15,597
83828,day,sunday,2017-01-08 15:01:23,490
83796,day,sunday,2017-01-08 14:23:27,457
83520,evening,saturday,2017-01-07 21:21:11,1330
83354,day,saturday,2017-01-07 14:33:06,684
83179,night,saturday,2017-01-07 01:29:21,1196
83079,evening,friday,2017-01-06 20:36:55,731
83013,evening,friday,2017-01-06 18:09:27,636
82897,day,friday,2017-01-06 13:53:12,397
82872,day,friday,2017-01-06 13:34:10,459
82618,evening,thursday,2017-01-05 20:06:09,412
82469,day,thursday,2017-01-05 16:09:10,761
82322,day,wednesday,2017-01-04 17:29:06,494
82200,day,wednesday,2017-01-04 14:34:21,453
82183,day,wednesday,2017-01-04 14:11:26,490
82116,day,wednesday,2017-01-04 12:49:08,1185
81886,evening,tuesday,2017-01-03 20:54:43,717
81846,evening,tuesday,2017-01-03 18:25:47,655
81755,day,monday,2017-01-02 15:53:00,310
81730,day,monday,2017-01-02 14:41:34,333
81703,day,monday,2017-01-02 12:36:30,351
81544,day,sunday,2017-01-01 16:36:26,643
81505,day,sunday,2017-01-01 14:59:48,840
81487,day,sunday,2017-01-01 14:29:07,315
81406,evening,saturday,2016-12-31 23:39:02,1049
81120,evening,saturday,2016-12-31 18:49:45,674
80972,day,saturday,2016-12-31 17:37:54,815
80881,day,saturday,2016-12-31 16:11:07,575
80871,day,saturday,2016-12-31 14:52:28,571
80660,day,friday,2016-12-30 17:58:11,586
80594,day,friday,2016-12-30 17:13:55,469
80559,day,friday,2016-12-30 16:32:40,411
80526,day,friday,2016-12-30 15:27:05,530
80374,day,thursday,2016-12-29 13:56:42,748
80050,morning,sunday,2016-12-25 10:16:34,1157
79860,evening,friday,2016-12-23 22:53:02,658
79682,day,friday,2016-12-23 16:43:15,466
79662,day,friday,2016-12-23 16:18:05,619
79549,day,friday,2016-12-23 13:11:37,943
79497,morning,friday,2016-12-23 10:36:14,502
79427,day,thursday,2016-12-22 14:24:41,446
79343,day,wednesday,2016-12-21 13:49:54,367
78997,day,friday,2016-12-16 13:59:07,389
78972,day,friday,2016-12-16 13:29:08,369
78962,day,friday,2016-12-16 13:11:22,444
78884,day,thursday,2016-12-15 17:03:22,906
78881,day,thursday,2016-12-15 16:36:39,215
78864,day,thursday,2016-12-15 15:26:59,456
78685,day,tuesday,2016-12-13 15:43:26,356
78661,day,tuesday,2016-12-13 12:39:52,514
78581,evening,monday,2016-12-12 21:56:52,451
78549,evening,monday,2016-12-12 21:13:05,444
78537,evening,monday,2016-12-12 20:38:23,536
78432,evening,sunday,2016-12-11 18:06:06,759
78186,day,saturday,2016-12-10 17:13:45,807
78133,day,saturday,2016-12-10 14:43:29,298
78118,day,saturday,2016-12-10 13:19:21,624
77955,day,friday,2016-12-09 14:46:16,457
77922,day,friday,2016-12-09 12:17:43,265
77826,evening,thursday,2016-12-08 20:31:53,404
77769,day,thursday,2016-12-08 16:32:10,361
77737,day,thursday,2016-12-08 15:43:06,417
77722,day,thursday,2016-12-08 14:34:46,533
77568,day,monday,2016-12-05 15:38:03,562
77537,day,monday,2016-12-05 12:28:28,1113
77319,day,friday,2016-12-02 17:38:04,404
77293,day,friday,2016-12-02 16:16:20,600
77203,morning,friday,2016-12-02 10:39:08,469
77046,day,thursday,2016-12-01 16:49:06,442
76932,evening,wednesday,2016-11-30 20:01:33,525
76827,day,wednesday,2016-11-30 16:11:52,430
76773,day,wednesday,2016-11-30 13:57:35,506
76739,day,wednesday,2016-11-30 12:29:36,364
76587,day,tuesday,2016-11-29 16:17:14,382
76524,day,tuesday,2016-11-29 14:39:21,381
76410,day,sunday,2016-11-27 14:33:58,362
76359,day,sunday,2016-11-27 12:27:03,1087
76284,evening,saturday,2016-11-26 21:12:53,453
76156,day,friday,2016-11-25 13:53:46,565
76010,day,thursday,2016-11-24 16:23:17,330
75990,day,thursday,2016-11-24 14:41:53,373
75885,evening,wednesday,2016-11-23 22:23:24,628
75758,day,wednesday,2016-11-23 15:37:21,324
75662,morning,wednesday,2016-11-23 11:56:30,266
75459,day,tuesday,2016-11-22 15:43:14,522
75336,day,sunday,2016-11-20 15:42:47,663
75255,day,saturday,2016-11-19 17:42:42,785
74973,day,thursday,2016-11-17 17:03:42,616
74933,day,thursday,2016-11-17 15:13:10,420
74904,day,thursday,2016-11-17 13:56:31,383
74805,evening,wednesday,2016-11-16 22:19:04,596
74765,day,wednesday,2016-11-16 17:28:10,254
74722,day,wednesday,2016-11-16 15:44:53,343
74679,day,wednesday,2016-11-16 14:38:16,464
74656,day,wednesday,2016-11-16 13:34:25,445
74544,day,tuesday,2016-11-15 16:52:49,344
74505,day,tuesday,2016-11-15 13:32:23,327
74410,day,monday,2016-11-14 12:37:23,479
74301,morning,sunday,2016-11-13 11:21:21,421
74192,day,saturday,2016-11-12 12:18:22,290
74047,day,friday,2016-11-11 12:36:04,410
73915,evening,thursday,2016-11-10 18:08:56,380
73883,day,thursday,2016-11-10 15:51:25,252
73861,day,thursday,2016-11-10 14:34:17,537
73777,morning,thursday,2016-11-10 11:20:43,581
